time,fcu_reaFloSup_y,fcu_reaPCoo_y,fcu_reaPFan_y,fcu_reaPHea_y,zon_reaCO2RooAir_y,zon_reaPLig_y,zon_reaPPlu_y,zon_reaTRooAir_y,zon_weaSta_reaWeaCeiHei_y,zon_weaSta_reaWeaCloTim_y,zon_weaSta_reaWeaHDifHor_y,zon_weaSta_reaWeaHDirNor_y,zon_weaSta_reaWeaHGloHor_y,zon_weaSta_reaWeaHHorIR_y,zon_weaSta_reaWeaLat_y,zon_weaSta_reaWeaLon_y,zon_weaSta_reaWeaNOpa_y,zon_weaSta_reaWeaNTot_y,zon_weaSta_reaWeaPAtm_y,zon_weaSta_reaWeaRelHum_y,zon_weaSta_reaWeaSolAlt_y,zon_weaSta_reaWeaSolDec_y,zon_weaSta_reaWeaSolHouAng_y,zon_weaSta_reaWeaSolTim_y,zon_weaSta_reaWeaSolZen_y,zon_weaSta_reaWeaTBlaSky_y,zon_weaSta_reaWeaTDewPoi_y,zon_weaSta_reaWeaTDryBul_y,zon_weaSta_reaWeaTWetBul_y,zon_weaSta_reaWeaWinDir_y,zon_weaSta_reaWeaWinSpe_y,con_oveTSetCoo_activate,con_oveTSetCoo_u,con_oveTSetHea_activate,con_oveTSetHea_u,fcu_oveFan_activate,fcu_oveFan_u,fcu_oveTSup_activate,fcu_oveTSup_u,room_temperature_C,outdoor_temperature_C,lower_setpoint_C,upper_setpoint_C,occupancy,comfortable,occupied,sampled_discomfort_C,heating_thermal_energy_kWh,cooling_electric_energy_kWh,fan_electric_energy_kWh,sampled_hvac_energy_kWh
291600,0.32728216396263005,0.0,36.46180530971144,4127.749552556546,605.7751680598699,566.4000000000001,259.20000000000005,294.1772797774303,77777,291600,116.55,460.97033468559835,192.95606360316492,157,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.61,0.2457566925301935,-0.39787664952822727,18.044370749760596,291327.9091033428,1.325039634264703,229.40043077729527,245.34999999999997,250.34999999999997,249.8262926720248,0.7853981633974483,2.1,0,297.15,0,294.15,0,0.5948849214514061,0,305.4528135075767,21.027279777430294,-22.80000000000001,21.0,24.0,2,1,1,0.0,4.127749552556546,0.0,0.03646180530971144,4.164211357866257
295200,0.27707766476011686,0.0,22.124614375775685,2954.215773282631,731.6376985916219,566.4000000000001,259.20000000000005,294.18832921280136,77777,295200,104.19390243902438,758.8634697236723,338.33825223637837,164,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.44,0.3670097220467281,-0.39780598024759223,18.306091620528555,294926.8294166611,1.2037866047481685,231.83781419576877,244.84999999999997,253.14999999999998,252.2146425806414,1.9722220547535925,2.6,0,297.15,0,294.15,0,0.5035280264583875,0,303.71703250270934,21.038329212801386,-20.0,21.0,24.0,2,1,1,0.0,2.954215773282631,0.0,0.022124614375775686,2.9763403876584067
298800,0.21102595071915708,0.0,9.774144388555769,1713.3026246982179,808.112029628981,566.4000000000001,259.20000000000005,294.18179288914166,77777,298800,79.4435975609756,957.5124789134478,466.6168090186894,176,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.53,0.44787768625250046,-0.39773509718686123,18.56781253474353,298525.7503274188,1.122918640542396,236.13862404893797,249.84999999999997,256.45,255.45116587233898,3.543018381548489,2.6,0,297.15,0,294.15,0,0.38347925456426013,0,301.4361058367209,21.031792889141684,-16.69999999999999,21.0,24.0,2,1,1,0.0,1.713302624698218,0.0,0.00977414438855577,1.7230767690867737
302400,0.1662018000288673,0.0,4.775054391368195,1061.230188823849,854.5779739976934,566.4000000000001,259.20000000000005,294.1831637195569,77777,302400,55.38068181818181,965.4698086313044,492.1564402810304,178,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.53,0.4790293285993761,-0.39766400040119326,18.829533492530555,302124.6718373351,1.0917669981955205,236.8167256684613,250.34999999999997,257.04999999999995,256.00792723425565,6.283185307179586,4.6,0,297.15,0,294.15,0,0.3019668710613882,0,299.88737055016634,21.03316371955691,-16.100000000000023,21.0,24.0,2,1,1,0.0,1.061230188823849,0.0,0.004775054391368195,1.0660052432152172
306000,0.09177343424414276,0.0,0.8600987980818872,319.6452002350981,882.8107998583927,566.4000000000001,259.20000000000005,294.2024254754645,77777,306000,31.12918660287081,954.5441810344828,466.992734413353,183,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.56,0.4561794781836839,-0.3975926899459024,19.091254494014574,305723.5939481282,1.1146168486112127,238.2557262323424,252.04999999999998,258.15,257.09755157250873,0.7853981633974483,3.1,0,297.15,0,294.15,0,0.16652127984827356,0,297.3139043171172,21.05242547546453,-15.0,21.0,24.0,2,1,1,0.0,0.3196452002350981,0.0,0.0008600987980818871,0.32050529903318004
309600,-4.7908379721648096e-24,0.0,1.4770982917469962e-45,2.968800606518627e-21,899.9827605645711,566.4000000000001,259.20000000000005,294.63000913855626,77777,309600,7.695488721804512,904.3344076980568,381.2677746178457,192,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.39,0.38251318242657417,-0.3975211658764584,19.352975539320443,309322.5166615151,1.1882831443683224,241.14988216145971,251.45,261.45,259.6251804063185,0.7853981633974483,4.6,0,297.15,0,294.15,0,0.0,0,294.15,21.480009138556284,-11.699999999999989,21.0,24.0,2,1,1,0.0,2.9688006065186267e-24,0.0,1.477098291746996e-48,2.9688006065186267e-24
313200,-3.21559241474702e-73,0.0,6.654392610132327e-144,4.619083207922527e-70,910.4272411121844,566.4000000000001,259.20000000000005,295.1676876320771,77777,313200,0.0,788.2463214686098,248.11462324393358,190,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.51,0.2668505439623412,-0.39744942824848584,19.614696628572933,312921.4399792113,1.3039457828325554,240.5611578842696,253.14999999999998,260.34999999999997,258.989705486621,0.7853981633974483,2.1,0,297.15,0,294.15,0,0.0,0,294.15,22.017687632077127,-12.800000000000011,21.0,24.0,2,1,1,0.0,4.619083207922527e-73,0.0,6.654392610132328e-147,4.619083207922527e-73
316800,4.5537270359416157e-125,1.3029860290346464e-122,1.3345056534193615e-247,0.0,916.7621554683071,566.4000000000001,259.20000000000005,294.57093404579535,77777,316800,6.066361556064074,396.04950998520707,96.91296296296298,185,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.59,0.11959336114141061,-0.39737747711776417,19.876417761896715,316520.36390293133,1.451202965653486,239.0827716633561,253.14999999999998,258.75,257.7289213620617,6.283185307179586,5.1,0,297.15,0,294.15,0,0.0,0,294.15,21.420934045795377,-14.399999999999977,21.0,24.0,2,1,1,0.0,0.0,1.3029860290346464e-125,1.3345056534193615e-250,1.3029860290346464e-125
320400,0.1265331050892855,0.0,2.1234862459621056,627.1157469394137,920.5377083142129,566.4000000000001,259.20000000000005,294.101197633827,77777,320400,5.440217391304347,30.63017751479289,0.0,177,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.56,-0.050091720608895995,-0.39730531254022805,20.138138939416372,320119.2884343883,1.6208880474037926,236.26395369646724,250.34999999999997,256.45,255.51535268510142,0.4014257279586958,4.6,0,297.15,0,294.15,0,0.23036228797836641,0,298.5268834715889,20.951197633827007,-16.69999999999999,21.0,24.0,2,0,1,0.048802366172992606,0.6271157469394137,0.0,0.0021234862459621057,0.6292392331853759
324000,0.1786857826050052,0.0,5.933913557059585,1239.4920732295736,922.8880741230653,566.4000000000001,259.20000000000005,294.13051118914785,77777,324000,0.0,0.0,0.0,165,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.55,-0.23506404062234565,-0.3972329345719667,20.399860161256413,323718.2135752943,1.8058603674172422,232.39885554483286,247.04999999999998,253.14999999999998,252.39923351996137,6.283185307179586,3.1,0,297.15,0,294.15,0,0.325003442646671,0,300.32506541028675,20.980511189147876,-20.0,21.0,24.0,2,0,1,0.01948881085212406,1.2394920732295736,0.0,0.005933913557059585,1.245425986786633
327600,1.5613044692203519e-52,0.0,1.5687785268081093e-102,1.1628124597841674e-48,718.2831468860282,56.64000000000001,25.92,289.2095388504306,77777,327600,0.0,0.0,0.0,166,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.61,-0.4298562087281592,-0.3971603432692237,20.66158142754124,327317.1393273599,2.0006525355230558,232.67600185524378,248.14999999999998,253.14999999999998,252.49974309074486,2.356194490192345,2.1,0,303.15,0,288.15,0,0.0,0,294.15,16.059538850430613,-20.0,15.0,30.0,0,1,0,0.0,1.1628124597841674e-51,0.0,1.5687785268081094e-105,1.1628124597841674e-51
331200,0.0052957611003184475,0.0,0.0018085764862531264,43.194398716208454,593.640566506152,56.64000000000001,25.92,288.10167336248713,77777,331200,0.0,0.0,0.0,168,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.61,-0.6298845507327844,-0.3970875386883973,20.923302738395176,330916.0656922948,2.200680877527681,233.37807059580064,248.74999999999997,253.74999999999997,253.06981558390837,3.141592653589793,2.6,0,303.15,0,288.15,0,0.01004592912701917,0,294.3408726534133,14.951673362487156,-19.400000000000006,15.0,30.0,0,0,0,0.04832663751284372,0.043194398716208456,0.0,1.8085764862531264e-06,0.04319620729269471
334800,0.06263944557812584,0.0,0.3235485342018768,573.8132278496465,518.0024277121157,56.64000000000001,25.92,288.12774805034064,77777,334800,0.0,0.0,0.0,174,0.6939429105929453,-1.830152253641254,0.4,0.4,101325,0.55,-0.8302493862611628,-0.39701452088604,21.185024093942435,334514.992671807,2.4010457130560594,235.33600102623782,247.04999999999998,253.14999999999998,252.39923351996137,3.543018381548489,4.1,0,303.15,0,288.15,0,0.11402818157877621,0,296.3165354499967,14.977748050340665,-20.0,15.0,30.0,0,0,0,0.02225194965933497,0.5738132278496465,0.0,0.0003235485342018768,0.5741367763838484
338400,0.08904762631919891,0.0,0.7931376185575251,905.3041000636199,471.69869589635186,56.64000000000001,25.92,288.1375953675361,77777,338400,0.0,0.0,0.0,176,0.6939429105929453,-1.830152253641254,0.4,0.4,101325,0.58,-1.0231043743036596,-0.39694128991885835,21.446745494307166,338113.92026760365,2.593900701098556,236.1750935885992,248.14999999999998,253.74999999999997,253.0172469187452,3.543018381548489,5.1,0,303.15,0,288.15,0,0.16198316357277842,0,297.22768010788275,14.98759536753613,-19.400000000000006,15.0,30.0,0,0,0,0.012404632463869802,0.9053041000636199,0.0,0.000793137618557525,0.9060972376821774
342000,0.1034869704786168,0.0,1.1959091369651602,1109.0569388456004,443.56433912100744,56.64000000000001,25.92,288.14276375766707,77777,342000,0.0,0.0,0.0,176,0.6939429105929453,-1.830152253641254,0.30000000000000004,0.30000000000000004,101325,0.55,-1.1891640048351233,-0.39686784584371304,21.708466939613402,341712.8484813904,2.75996033163002,236.1743678081651,248.14999999999998,254.24999999999997,253.43490691101104,3.9269908169872414,2.6,0,303.15,0,288.15,0,0.18820537036091323,0,297.72590203685735,14.992763757667092,-18.900000000000006,15.0,30.0,0,0,0,0.007236242332908205,1.1090569388456004,0.0,0.0011959091369651601,1.1102528479825655
345600,0.11831582371921041,0.0,1.7479423906688436,1335.9680618443929,426.4698138071489,56.64000000000001,25.92,288.14086560168454,77777,345600,0.0,0.0,0.0,171,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.76,-1.2731161693933135,-0.39679418871761857,21.97018842998511,345311.7773148718,2.84391249618821,234.50892155116134,251.45,254.24999999999997,253.81637282808342,3.141592653589793,2.6,0,303.15,0,288.15,0,0.21517776195163713,0,298.2383774770811,14.990865601684561,-18.900000000000006,15.0,30.0,0,0,0,0.00913439831543883,1.335968061844393,0.0,0.0017479423906688436,1.3377160042350618
349200,0.1306320965817916,0.0,2.331116895257491,1536.7724290254394,416.0831657471183,56.64000000000001,25.92,288.1435340735647,77777,349200,0.0,0.0,0.0,174,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.66,-1.2102464004525046,-0.39672031859774304,22.231909965546137,348910.706769751,2.781042727247401,235.39969954297146,250.95,255.34999999999997,254.68347656182684,3.543018381548489,4.6,0,303.15,0,288.15,0,0.23755442887312408,0,298.66353414858935,14.993534073564717,-17.80000000000001,15.0,30.0,0,0,0,0.006465926435282654,1.5367724290254394,0.0,0.002331116895257491,1.539103545920697
352800,0.14058412914586174,0.0,2.895173613888062,1707.7559195102788,409.7721442833053,56.64000000000001,25.92,288.1443503902951,77777,352800,0.0,0.0,0.0,172,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.65,-1.0521402207055837,-0.3966462355414082,22.493631546420257,352509.6368477299,2.62293654750048,234.78989510448304,250.34999999999997,254.84999999999997,254.18826996584377,3.141592653589793,2.6,0,303.15,0,288.15,0,0.25564433058769287,0,299.00724228116616,14.994350390295097,-18.30000000000001,15.0,30.0,0,0,0,0.005649609704903469,1.7077559195102787,0.0,0.002895173613888062,1.7106510931241667
356400,0.14758287583882046,0.0,3.345469301738349,1831.6930380013732,405.9375619339471,56.64000000000001,25.92,288.1495151387807,77777,356400,0.0,0.0,0.0,178,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.53,-0.8616856688636823,-0.39657193960608955,22.75535317273115,356108.56755050935,2.432481995658579,236.8167256684613,250.34999999999997,257.04999999999995,256.00792723425565,3.141592653589793,6.7,0,303.15,0,288.15,0,0.2683338951110829,0,299.2483440071106,14.999515138780737,-16.100000000000023,15.0,30.0,0,0,0,0.0004848612192631663,1.8316930380013732,0.0,0.003345469301738349,1.8350385073031115
360000,0.11268126549756774,0.0,1.5200604359656857,1244.3899027839586,403.6076648976929,56.64000000000001,25.92,288.1656136208128,77777,360000,0.0,0.0,0.0,224,0.6939429105929453,-1.830152253641254,0.0,0.0,101325,0.15,-0.6617822034048073,-0.39649743084941536,23.017074844602405,359707.4988797887,2.232578530199704,250.7949412988658,250.95,272.04999999999995,267.27935940462106,3.141592653589793,5.1,0,303.15,0,288.15,0,0.2047933664997601,0,298.0410739634954,15.015613620812815,-1.1000000000000227,15.0,30.0,0,1,0,0.0,1.2443899027839587,0.0,0.0015200604359656858,1.2459099632199244
363600,0.13934678873223258,0.0,2.8202646790525656,1687.1609762780372,402.1920209707328,56.64000000000001,25.92,288.1378797314314,77777,363600,0.0,0.0,0.0,191,0.6939429105929453,-1.830152253641254,0.0,0.1,101325,0.35000000000000003,-0.4612466388163061,-0.3964227093291675,23.2787965621575,363306.43083726603,2.0320429656112027,240.87038679641788,250.34999999999997,261.45,259.5034707638184,3.9269908169872414,6.2,0,303.15,0,288.15,0,0.25341938578046413,0,298.9649683298288,14.987879731431406,-11.699999999999989,15.0,30.0,0,0,0,0.012120268568594383,1.6871609762780373,0.0,0.0028202646790525658,1.6899812409570898
367200,0.14049289283525052,0.0,2.8896026687722443,1705.3777017616235,401.3318734647686,56.64000000000001,25.92,288.14883895300903,77777,367200,0.0,0.0,0.0,203,0.6939429105929453,-1.830152253641254,0.1,0.2,101325,0.36,-0.2651992852053797,-0.39634777510328056,23.540518325519855,366905.3634246383,1.8359956120002763,244.71057335380402,252.54999999999998,263.75,261.53407417426484,3.543018381548489,5.1,0,303.15,0,288.15,0,0.2554522937378758,0,299.00359358101963,14.998838953009056,-9.399999999999977,15.0,30.0,0,0,0,0.0011610469909442145,1.7053777017616234,0.0,0.0028896026687722444,1.7082673044303955
370800,0.14906653131557482,0.0,3.446853453360921,1858.686641338164,400.8092472955935,56.64000000000001,25.92,288.149728240753,77777,370800,6.660550458715597,13.119827586206892,0.0,202,0.6939429105929453,-1.830152253641254,0.2,0.7000000000000001,101325,0.46,-0.07817149855566141,-0.39627262822984216,23.802240134812763,370504.29664360103,1.648967825350558,244.2589258957193,253.74999999999997,262.04999999999995,260.3743992280314,3.543018381548489,6.2,0,303.15,0,288.15,0,0.2710254173400815,0,299.29948292946153,14.99972824075303,-11.100000000000023,15.0,30.0,0,0,0,0.0002717592469707597,1.858686641338164,0.0,0.003446853453360921,1.862133494791525
374400,0.1237128057043742,0.0,1.9886032944480119,1415.9852238802127,400.49169903281296,56.64000000000001,25.92,288.1848754105746,77777,374400,66.56963246811367,318.8917429752498,90.35241019061583,220,0.6939429105929453,-1.830152253641254,0.2,0.7000000000000001,101325,0.32,0.09457532572066407,-0.39619726876709255,24.06396199015944,374103.2304958486,1.4762210010742325,249.66701391653714,254.84999999999997,267.54999999999995,264.59527791177396,3.141592653589793,7.7,0,303.15,0,288.15,0,0.22470060206454967,0,298.4193114392264,15.034875410574614,-5.600000000000023,21.0,24.0,2,0,1,5.965124589425386,1.4159852238802126,0.0,0.001988603294448012,1.4179738271746607
378000,0.23207105034470296,0.0,12.999723709398596,2068.141838154959,605.7759699234451,566.4000000000001,259.20000000000005,294.1966604392506,77777,378000,110.76574098621421,737.1455964814327,234.8410720938897,237,0.6939429105929453,-1.830152253641254,0.30000000000000004,0.7000000000000001,101325,0.25,0.24620879161803888,-0.3961216967734247,24.325683891683013,377702.16498307395,1.3245875351768577,254.21463449770442,255.95,271.45,267.39884823139926,3.543018381548489,7.7,0,297.15,0,294.15,0,0.42165038577794783,0,302.16135732978097,21.046660439250616,-1.6999999999999886,21.0,24.0,2,1,1,0.0,2.068141838154959,0.0,0.012999723709398597,2.0811415618643574
381600,0.16095697542664522,0.0,4.337144392513646,993.7175476701275,731.638221226757,566.4000000000001,259.20000000000005,294.1893675290071,77777,381600,94.27981138107417,822.6131928055954,353.4119930974978,256,0.6939429105929453,-1.830152253641254,0.30000000000000004,0.7000000000000001,101325,0.31,0.36786543795092586,-0.39604591230738384,24.5874058395065,381301.1001069689,1.2029308888439707,259.27566361509736,261.45,275.34999999999997,270.8382434525226,3.543018381548489,7.7,0,297.15,0,294.15,0,0.2923817734866582,0,299.7052536962465,21.03936752900711,2.1999999999999886,21.0,24.0,2,1,1,0.0,0.9937175476701274,0.0,0.004337144392513646,0.9980546920626411
385200,0.08740703449645283,0.0,0.7547220812301358,289.25096369847876,808.1124267799601,566.4000000000001,259.20000000000005,294.20540351016894,88888,385200,76.34926470588235,807.4832372738173,397.00735950044606,273,0.6939429105929453,-1.830152253641254,0.5,0.7000000000000001,101325,0.38,0.4491817621486405,-0.3959699154276677,24.849127833752835,384900.0358692239,1.121614564646256,263.3375503231002,265.34999999999997,277.54999999999995,273.0917202221964,3.543018381548489,9.3,0,297.15,0,294.15,0,0.15854460037782891,0,297.16234740717874,21.055403510168958,4.399999999999977,21.0,24.0,2,1,1,0.0,0.28925096369847875,0.0,0.0007547220812301359,0.29000568577970887
388800,4.89582460803635e-10,2.1678220377424056e-07,1.5425472123585288e-17,0.0,854.6439680322396,566.4000000000001,259.20000000000005,295.1869595935835,88888,388800,52.857142857142854,827.4680695443645,424.67672689478735,282,0.6939429105929453,-1.830152253641254,0.6000000000000001,0.7000000000000001,101325,0.22,0.4807680266883947,-0.3958937061931259,25.110849874544858,388498.972271528,1.0900283001065019,265.5897638644803,261.45,280.34999999999997,273.8882004943084,3.543018381548489,6.7,0,297.15,0,294.15,0,0.0,0,294.15,22.036959593583504,7.199999999999989,21.0,24.0,2,1,1,0.0,0.0,2.1678220377424055e-10,1.542547212358529e-20,2.1678220378966602e-10
392400,-1.0351140888064808e-54,0.0,6.895459356413004e-107,3.979740815215708e-51,882.927947617325,566.4000000000001,259.20000000000005,297.0731014901102,88888,392400,25.830357142857142,867.3693527508091,428.40143992055613,286,0.6939429105929453,-1.830152253641254,0.5,0.6000000000000001,101325,0.2,0.4582693791406478,-0.39581728466276034,25.37257196200532,392097.9093155691,1.1125269476542488,266.6121142916639,261.45,282.04999999999995,274.9082573778412,3.543018381548489,6.7,0,297.15,0,294.15,0,0.0,0,294.15,23.92310149011024,8.899999999999977,21.0,24.0,2,1,1,0.0,3.979740815215708e-54,0.0,6.895459356413003e-110,3.979740815215708e-54
396000,0.16753664816464472,208.40347917338002,4.891037795207658,0.0,899.9250208398961,566.4000000000001,259.20000000000005,297.1917354404746,77777,396000,7.562499999999998,845.3794994504487,359.89473684210526,292,0.6939429105929453,-1.830152253641254,0.4,0.5,101325,0.18,0.3848330760909191,-0.3957406508957246,25.634294096256856,395696.8470030338,1.1859632507039775,267.86799443763937,262.04999999999995,283.75,275.8786833675178,3.141592653589793,5.7,0,297.15,0,294.15,0,0.3048716399534863,0,293.49154032055816,24.04173544047461,10.600000000000023,21.0,24.0,2,0,1,0.04173544047461064,0.0,0.20840347917338,0.0048910377952076575,0.21329451696858767
399600,0.1891348341786862,262.4970877723178,7.036976821425154,0.0,910.363902572587,566.4000000000001,259.20000000000005,297.15035436010675,77777,399600,0.0,756.8672294764464,238.98536281532233,274,0.6939429105929453,-1.830152253641254,0.2,0.30000000000000004,101325,0.39,0.2692892032702727,-0.39566380495132397,25.896016277422035,399295.7853356073,1.3015071235246238,263.69941942539884,267.04999999999995,279.25,274.529363483579,5.899212871740834,4.6,0,297.15,0,294.15,0,0.34388610928691116,0,293.023366688557,24.00035436010677,6.100000000000023,21.0,24.0,2,0,1,0.00035436010676903607,0.0,0.2624970877723178,0.007036976821425154,0.26953406459374296
403200,0.17375467134482295,219.58273416489843,5.456083641196772,0.0,916.7065976905948,566.4000000000001,259.20000000000005,297.11875498957795,77777,403200,7.560344827586205,354.2310149818552,93.71115670929565,272,0.6939429105929453,-1.830152253641254,0.2,0.30000000000000004,101325,0.4,0.12207414094998881,-0.3955867468890155,26.157738505623303,402894.7243149735,1.4487221858449078,263.22726290001765,267.04999999999995,278.75,274.21104252552533,5.497787143782138,3.1,0,297.15,0,294.15,0,0.3157034189727215,0,293.3615589723273,23.968754989577974,5.600000000000023,21.0,24.0,2,1,1,0.0,0.0,0.21958273416489843,0.0054560836411967715,0.2250388178060952
406800,0.08415597781978948,50.065074620836555,0.6826316414971295,0.0,920.5604430247585,566.4000000000001,259.20000000000005,297.0871190829608,77777,406800,6.939655172413794,21.43123667377398,0.0,265,0.6939429105929453,-1.830152253641254,0.30000000000000004,0.5,101325,0.45,-0.04761154465397843,-0.39550947676840753,26.419460780983034,406493.6639428151,1.618407871448875,261.55244124269103,266.45,276.45,272.7133106174724,0.4014257279586958,2.6,0,297.15,0,294.15,0,0.15259862867705615,0,295.3188164558753,23.937119082960805,3.3000000000000114,21.0,24.0,2,1,1,0.0,0.0,0.05006507462083656,0.0006826316414971296,0.050747706262333686
410400,4.0942450363389236e-27,0.0,1.078783824324964e-51,4.218112501407532e-24,922.9053870862241,566.4000000000001,259.20000000000005,296.44842303914726,77777,410400,0.0,0.0,0.0,245,0.6939429105929453,-1.830152253641254,0.30000000000000004,0.5,101325,0.44,-0.23260268561630815,-0.39543199464925954,26.681183103623486,410092.6042208133,1.8033990124112047,256.4404831791898,262.54999999999995,272.04999999999995,268.9697455782693,4.71238898038469,2.1,0,297.15,0,294.15,0,0.0,0,297.15,23.29842303914728,-1.1000000000000227,21.0,24.0,2,1,1,0.0,4.218112501407532e-27,0.0,1.078783824324964e-54,4.218112501407532e-27
414000,-1.2707696112666942e-58,8.125764209006801e-56,1.0392508895881747e-114,0.0,718.2924915963636,56.64000000000001,25.92,294.2531333748634,77777,414000,0.0,0.0,0.0,247,0.6939429105929453,-1.830152253641254,0.30000000000000004,0.5,101325,0.54,-0.42741532025150164,-0.3953543005914824,26.942905473666844,413691.5451506482,1.9982116470463982,257.00315147755003,264.84999999999997,272.04999999999995,269.5373181586465,3.141592653589793,5.7,0,303.15,0,288.15,0,0.0,0,294.15,21.103133374863432,-1.1000000000000227,15.0,30.0,0,1,0,0.0,0.0,8.1257642090068e-59,1.0392508895881747e-117,8.1257642090068e-59
417600,-3.422262664641799e-92,4.362856337551629e-89,7.537259054897624e-182,0.0,593.0547168295003,56.64000000000001,25.92,293.4207837282787,77777,417600,0.0,0.0,0.0,246,0.6939429105929453,-1.830152253641254,0.30000000000000004,0.4,101325,0.47000000000000003,-0.6274531824756835,-0.3952763946551378,27.204627891235177,417290.48673399846,2.19824950927058,256.5880978667228,263.15,272.04999999999995,269.140833555405,3.543018381548489,6.7,0,303.15,0,288.15,0,0.0,0,294.15,20.27078372827873,-1.1000000000000227,15.0,30.0,0,1,0,0.0,0.0,4.362856337551629e-92,7.537259054897623e-185,4.362856337551629e-92
421200,7.217816916899873e-125,0.0,3.3527292788437125e-247,4.399532862347402e-121,517.0939455819212,56.64000000000001,25.92,292.5126504934855,77777,421200,0.0,0.0,0.0,232,0.6939429105929453,-1.830152253641254,0.1,0.1,101325,0.56,-0.8278050861988446,-0.39519827690043824,27.466350356450466,420889.4289725414,2.398601412993741,253.03161271811928,263.15,269.84999999999997,267.7074229219192,4.71238898038469,5.1,0,303.15,0,288.15,0,0.0,0,294.15,19.362650493485546,-3.3000000000000114,15.0,30.0,0,1,0,0.0,4.399532862347402e-124,0.0,3.3527292788437125e-250,4.399532862347402e-124
424800,1.979119663907891e-158,0.0,2.520756357e-314,1.4390702004061895e-154,471.02127478217,56.64000000000001,25.92,291.8854965884284,77777,424800,0.0,0.0,0.0,240,0.6939429105929453,-1.830152253641254,0.2,0.2,101325,0.54,-1.020619709692363,-0.3951199473877471,27.728072869434595,424488.37186795304,2.5914160364872596,255.06851714012745,263.75,270.95,268.57439110624045,5.113814708343385,5.1,0,303.15,0,288.15,0,0.0,0,294.15,18.73549658842842,-2.1999999999999886,15.0,30.0,0,1,0,0.0,1.4390702004061895e-157,0.0,2.5207565e-317,1.4390702004061895e-157
428400,-1.493950838923831e-191,3.73863566144995e-188,0.0,0.0,443.07670602965175,56.64000000000001,25.92,291.18944133435144,77777,428400,0.0,0.0,0.0,237,0.6939429105929453,-1.830152253641254,0.2,0.2,101325,0.54,-1.186684294582499,-0.3950414061775781,27.989795430309346,428087.31542190805,2.7574806213773955,254.3579384275864,263.15,270.34999999999997,268.0474661674926,3.9269908169872414,7.2,0,303.15,0,288.15,0,0.0,0,294.15,18.039441334351466,-2.8000000000000114,15.0,30.0,0,1,0,0.0,0.0,3.7386356614499503e-191,0.0,3.7386356614499503e-191
432000,-6.23784296687868e-225,1.728467104411739e-221,0.0,0.0,426.1274189748972,56.64000000000001,25.92,290.6647670860726,77777,432000,0.0,0.0,0.0,238,0.6939429105929453,-1.830152253641254,0.2,0.2,101325,0.46,-1.2711897282004645,-0.39496265333059555,28.251518039196416,431686.2596360798,2.841986054995361,254.65312578785122,262.04999999999995,270.95,268.14701207736977,3.543018381548489,3.6,0,303.15,0,288.15,0,0.0,0,294.15,17.514767086072595,-2.1999999999999886,15.0,30.0,0,1,0,0.0,0.0,1.728467104411739e-224,0.0,1.728467104411739e-224
435600,-3.5165517627382227e-301,1.0759064414152716e-297,0.0,0.0,415.84714713921323,56.64000000000001,25.92,290.03686976041524,77777,435600,0.0,0.0,0.0,235,0.6939429105929453,-1.830152253641254,0.2,0.30000000000000004,101325,0.51,-1.2095593461799776,-0.3948836889076137,28.513240696217398,435285.2045121403,2.780355672974874,253.61928766876414,262.04999999999995,269.84999999999997,267.4570079943117,3.543018381548489,2.6,0,303.15,0,288.15,0,0.0,0,294.15,16.886869760415266,-3.3000000000000114,15.0,30.0,0,1,0,0.0,0.0,1.0759064414152716e-300,0.0,1.0759064414152716e-300
439200,0.0,0.0,0.0,0.0,409.6117806870884,56.64000000000001,25.92,289.43046045058884,77777,439200,0.0,0.0,0.0,233,0.6939429105929453,-1.830152253641254,0.2,0.2,101325,0.44,-1.0521881218511253,-0.3948045129695972,28.774963401493782,438884.15005176025,2.622984448646022,253.20083569875086,260.34999999999997,269.84999999999997,267.1040138024313,3.543018381548489,3.1,0,303.15,0,288.15,0,0.0,0,294.15,16.280460450588862,-3.3000000000000114,15.0,30.0,0,1,0,0.0,0.0,0.0,0.0,0.0
